,title,link
885,Witchy Activities and the Maple Death,https://rateyourmusic.com/release/album/monika-roscher-bigband/witchy-activities-and-the-maple-death/
886,Iron Path,https://rateyourmusic.com/release/album/last-exit/iron-path/
887,"Black, Brown and Beige",https://rateyourmusic.com/release/album/duke-ellington-and-his-orchestra-featuring-mahalia-jackson/black-brown-and-beige/
888,Creative Orchestra Music 1976,https://rateyourmusic.com/release/album/anthony-braxton/creative-orchestra-music-1976/
889,Beyond the Missouri Sky (Short Stories),https://rateyourmusic.com/release/album/charlie-haden-pat-metheny/beyond-the-missouri-sky-short-stories/
890,Make Up City,https://rateyourmusic.com/release/album/casiopea/make-up-city/
891,The Duke Plays Ellington: Piano Reflections,https://rateyourmusic.com/release/album/duke-ellington/the-duke-plays-ellington-piano-reflections/
892,Unlawful Noise,https://rateyourmusic.com/release/album/haazz-and-company/unlawful-noise/
893,Bundles,https://rateyourmusic.com/release/album/soft-machine/bundles/
894,Irreversible Entanglements,https://rateyourmusic.com/release/album/irreversible-entanglements/irreversible-entanglements/
895,Tropic Appetites,https://rateyourmusic.com/release/album/carla-bley/tropic-appetites/
896,Aurora,https://rateyourmusic.com/release/album/jean-luc-ponty/aurora/
897,I Sing the Body Electric,https://rateyourmusic.com/release/album/weather-report/i-sing-the-body-electric/
898,Injuries,https://rateyourmusic.com/release/album/angles-9/injuries/
899,The Prosthetic Cubans,https://rateyourmusic.com/release/album/marc-ribot-y-los-cubanos-postizos/the-prosthetic-cubans/
900,My Spanish Heart,https://rateyourmusic.com/release/album/chick-corea/my-spanish-heart/
901,The Jewel in the Lotus,https://rateyourmusic.com/release/album/bennie-maupin/the-jewel-in-the-lotus/
902,Sunflower,https://rateyourmusic.com/release/album/milt-jackson/sunflower/
903,Huntington Ashram Monastery,https://rateyourmusic.com/release/album/alice-coltrane/huntington-ashram-monastery/
904,Marion Brown Quartet,https://rateyourmusic.com/release/album/marion-brown-quartet/marion-brown-quartet/
905,Гунеш (Gunesh),https://rateyourmusic.com/release/album/гунеш/гунеш-gunesh/
906,Once Upon a Summertime,https://rateyourmusic.com/release/album/blossom-dearie/once-upon-a-summertime/
907,Being There,https://rateyourmusic.com/release/album/tord-gustavsen-trio/being-there/
908,Execution Ground,https://rateyourmusic.com/release/album/painkiller/execution-ground/
909,Le voyage de Sahar,https://rateyourmusic.com/release/album/anouar-brahem/le-voyage-de-sahar/
910,Take Ten,https://rateyourmusic.com/release/album/paul-desmond/take-ten/
911,A Genuine Tong Funeral,https://rateyourmusic.com/release/album/gary-burton/a-genuine-tong-funeral/
912,Indo-Jazz Suite,https://rateyourmusic.com/release/album/the-joe-harriott-double-quintet/indo-jazz-suite/
913,Jay Jay Johnson,https://rateyourmusic.com/release/album/jay-jay-johnson-sextet/jay-jay-johnson/
914,Coses nostres,https://rateyourmusic.com/release/album/iceberg/coses-nostres/
915,Upon Reflection,https://rateyourmusic.com/release/album/john-surman/upon-reflection/
916,Thelonious Monk Plays the Music of Duke Ellington,https://rateyourmusic.com/release/album/thelonious-monk/thelonious-monk-plays-the-music-of-duke-ellington/
917,Let It All Out,https://rateyourmusic.com/release/album/nina-simone/let-it-all-out/
918,Where Is Brooklyn?,https://rateyourmusic.com/release/album/don-cherry/where-is-brooklyn/
919,1973,https://rateyourmusic.com/release/album/placebo/1973/
920,Nice Guys,https://rateyourmusic.com/release/album/art-ensemble-of-chicago/nice-guys/
921,Nice 'n' Easy,https://rateyourmusic.com/release/album/frank-sinatra/nice-n-easy/
922,Belladonna,https://rateyourmusic.com/release/album/ian-carr/belladonna/
923,Backlash,https://rateyourmusic.com/release/album/freddie-hubbard/backlash-2/
924,Soul on Top,https://rateyourmusic.com/release/album/james-brown/soul-on-top/
925,Attica Blues,https://rateyourmusic.com/release/album/archie-shepp/attica-blues/
926,(Turn It Over),https://rateyourmusic.com/release/album/the-tony-williams-lifetime/_turn-it-over/
927,Drum Suite,https://rateyourmusic.com/release/album/art-blakey-and-the-jazz-messengers/drum-suite/
928,Combustication,https://rateyourmusic.com/release/album/medeski-martin-and-wood/combustication/
929,Spirits Known and Unknown,https://rateyourmusic.com/release/album/leon-thomas/spirits-known-and-unknown/
930,Modern Art,https://rateyourmusic.com/release/album/art-farmer/modern-art-3/
931,Coin Coin Chapter Five: In the Garden...,https://rateyourmusic.com/release/album/matana-roberts/coin-coin-chapter-five-in-the-garden/
932,The Blue Yusef Lateef,https://rateyourmusic.com/release/album/yusef-lateef/the-blue-yusef-lateef/
933,Two Bands and a Legend,https://rateyourmusic.com/release/album/two-bands-and-a-legend/two-bands-and-a-legend/
934,Eclipse / 侵蝕,https://rateyourmusic.com/release/album/masayuki-takayanagi-and-new-direction-unit/eclipse-侵蝕/
935,Memphis Underground,https://rateyourmusic.com/release/album/herbie-mann/memphis-underground/
936,Kaleidoscope of Rainbows,https://rateyourmusic.com/release/album/neil-ardley/kaleidoscope-of-rainbows/
937,Feelings,https://rateyourmusic.com/release/album/jay-richford-and-gary-stevan/feelings-3/
938,Alone,https://rateyourmusic.com/release/album/masayoshi-takanaka/alone/
939,Shadow Work,https://rateyourmusic.com/release/album/mammal-hands/shadow-work/
940,Wisdom Through Music,https://rateyourmusic.com/release/album/pharoah-sanders/wisdom-through-music/
941,School Days,https://rateyourmusic.com/release/album/stanley-clarke/school-days/
942,Lágrimas negras,https://rateyourmusic.com/release/album/bebo-and-cigala/lagrimas-negras/
943,Beyond the Blue Horizon,https://rateyourmusic.com/release/album/george-benson/beyond-the-blue-horizon/
944,Relativity Suite,https://rateyourmusic.com/release/album/don-cherry-the-jazz-composers-orchestra/relativity-suite/
945,Coltrane Plays the Blues,https://rateyourmusic.com/release/album/john-coltrane/coltrane-plays-the-blues/
946,Spillane,https://rateyourmusic.com/release/album/john-zorn/spillane/
947,Black Byrd,https://rateyourmusic.com/release/album/donald-byrd/black-byrd/
948,Freedom Suite,https://rateyourmusic.com/release/album/sonny-rollins/freedom-suite/
949,Two of a Mind,https://rateyourmusic.com/release/album/paul-desmond-gerry-mulligan/two-of-a-mind/
950,Water Babies,https://rateyourmusic.com/release/album/miles-davis/water-babies/
951,Butterfly Dreams,https://rateyourmusic.com/release/album/flora-purim/butterfly-dreams/
952,A Bad Donato,https://rateyourmusic.com/release/album/joao-donato/a-bad-donato/
953,Afric Pepperbird,https://rateyourmusic.com/release/album/jan-garbarek-quartet/afric-pepperbird/
954,The Newest Sound Around,https://rateyourmusic.com/release/album/jeanne-lee-with-ran-blake/the-newest-sound-around/
955,I Took Up the Runes,https://rateyourmusic.com/release/album/jan-garbarek/i-took-up-the-runes/
956,Asmodeus: Book of Angels Volume 7,https://rateyourmusic.com/release/album/marc-ribot/asmodeus-book-of-angels-volume-7/
957,Closer to It,https://rateyourmusic.com/release/album/brian-augers-oblivion-express/closer-to-it/
958,Talk Memory,https://rateyourmusic.com/release/album/badbadnotgood/talk-memory/
959,Blue Camel,https://rateyourmusic.com/release/album/rabih-abou-khalil/blue-camel/
960,Вижу Землю,https://rateyourmusic.com/release/album/гунеш/вижу-землю/
961,Jazz in the Space Age,https://rateyourmusic.com/release/album/george-russell-and-his-orchestra-featuring-bill-evans/jazz-in-the-space-age/
962,Time In,https://rateyourmusic.com/release/album/dave-brubeck/time-in/
963,Tomorrow Is the Question: The New Music of Ornette Coleman,https://rateyourmusic.com/release/album/ornette-coleman/tomorrow-is-the-question-the-new-music-of-ornette-coleman/
964,Secrets of the Sun,https://rateyourmusic.com/release/album/sun-ra-and-his-solar-arkestra/secrets-of-the-sun/
965,Waltz for Debby,https://rateyourmusic.com/release/album/monica-zetterlund-bill-evans/waltz-for-debby/
966,Twelve Moons,https://rateyourmusic.com/release/album/jan-garbarek-group/twelve-moons/
967,Why Not,https://rateyourmusic.com/release/album/marion-brown/why-not/
968,Hidemi,https://rateyourmusic.com/release/album/patrick-shiroishi/hidemi/
969,Holon,https://rateyourmusic.com/release/album/nik-bartschs-ronin/holon/
970,Lord of Lords,https://rateyourmusic.com/release/album/alice-coltrane/lord-of-lords/
971,No Mystery,https://rateyourmusic.com/release/album/return-to-forever-featuring-chick-corea/no-mystery/
972,If 2,https://rateyourmusic.com/release/album/if/if-2/
973,Mr. Hands,https://rateyourmusic.com/release/album/herbie-hancock/mr-hands/
974,Genius + Soul = Jazz,https://rateyourmusic.com/release/album/ray-charles/genius-soul-jazz/
975,Le pas du chat noir,https://rateyourmusic.com/release/album/anouar-brahem/le-pas-du-chat-noir-2/
976,Balls,https://rateyourmusic.com/release/album/brotzmann-van-hove-bennink/balls/
977,Varech,https://rateyourmusic.com/release/album/henri-texier/varech/
978,Conversations,https://rateyourmusic.com/release/album/eric-dolphy/conversations/
979,Exit!,https://rateyourmusic.com/release/album/fire-orchestra/exit/
980,A Go Go,https://rateyourmusic.com/release/album/john-scofield/a-go-go/
981,Trio 64,https://rateyourmusic.com/release/album/bill-evans/trio-64/
982,Fourth,https://rateyourmusic.com/release/album/soft-machine/fourth/
983,Feels Good to Me,https://rateyourmusic.com/release/album/bruford/feels-good-to-me/
984,Accelerando,https://rateyourmusic.com/release/album/vijay-iyer-trio/accelerando/
985,No Pain for Cakes,https://rateyourmusic.com/release/album/the-lounge-lizards/no-pain-for-cakes/
986,Expectations,https://rateyourmusic.com/release/album/keith-jarrett/expectations/
987,"Now Please Don't You Cry, Beautiful Edith",https://rateyourmusic.com/release/album/roland_kirk/now_please_dont_you_cry__beautiful_edith/
988,Watercolors,https://rateyourmusic.com/release/album/pat-metheny/watercolors/
989,What Comes After,https://rateyourmusic.com/release/album/terje-rypdal/what-comes-after/
990,Descendre,https://rateyourmusic.com/release/album/terje-rypdal/descendre/
991,La saboteuse,https://rateyourmusic.com/release/album/yazz-ahmed/la-saboteuse/
992,Thelonious Himself,https://rateyourmusic.com/release/album/thelonious-monk/thelonious-himself/
993,Rahmann,https://rateyourmusic.com/release/album/rahmann/rahmann/
994,Guitar,https://rateyourmusic.com/release/album/sonny-sharrock/guitar/
995,Heavy Sounds,https://rateyourmusic.com/release/album/elvin-jones-and-richard-davis/heavy-sounds/
996,III,https://rateyourmusic.com/release/album/badbadnotgood/iii/
997,Dini Safarrar (Drums of Fire),https://rateyourmusic.com/release/album/mor-thiam/dini-safarrar-drums-of-fire/
998,The Heliocentric Worlds of Sun Ra,https://rateyourmusic.com/release/album/sun-ra/the-heliocentric-worlds-of-sun-ra/
999,Imaginary Voyage,https://rateyourmusic.com/release/album/jean-luc-ponty/imaginary-voyage/
1000,Arrival,https://rateyourmusic.com/release/album/fire-orchestra/arrival/
1001,Fluid Rustle,https://rateyourmusic.com/release/album/eberhard-weber/fluid-rustle/
1002,Miles Ahead,https://rateyourmusic.com/release/album/miles-davis-19/miles-ahead/
1003,Niechęć,https://rateyourmusic.com/release/album/niechec/niechec/
1004,銀界 (Silver World),https://rateyourmusic.com/release/album/山本邦山/銀界-silver-world/
1005,ב (Beit),https://rateyourmusic.com/release/album/masada/ב-beit/
1006,Dreams,https://rateyourmusic.com/release/album/gabor-szabo/dreams/
1007,Fly or Die Fly or Die Fly or Die ((World War)),https://rateyourmusic.com/release/album/jaimie-branch/fly-or-die-fly-or-die-fly-or-die-world-war/
1008,Fanfare for the Warriors,https://rateyourmusic.com/release/album/the-art-ensemble-of-chicago/fanfare-for-the-warriors/
1009,Codona,https://rateyourmusic.com/release/album/codona/codona/
1010,Western Suite,https://rateyourmusic.com/release/album/jimmy-giuffre/western-suite-7/
1011,Lush Life,https://rateyourmusic.com/release/album/john-coltrane/lush-life/
1012,Mockroot,https://rateyourmusic.com/release/album/tigran-hamasyan/mockroot/
1013,Ill Considered,https://rateyourmusic.com/release/album/ill-considered/ill-considered/
1014,Discipline of Sun Ra,https://rateyourmusic.com/release/album/eabs/discipline-of-sun-ra/
1015,Looking Ahead!,https://rateyourmusic.com/release/album/the-cecil-taylor-quartet/looking-ahead/
1016,Ghosts,https://rateyourmusic.com/release/album/peter-evans-quintet/ghosts/
1017,Fuubutsushi (風物詩),https://rateyourmusic.com/release/album/fuubutsushi/fuubutsushi-風物詩/
1018,Calibro 35,https://rateyourmusic.com/release/album/calibro-35/calibro-35/
1019,From Left to Right,https://rateyourmusic.com/release/album/bill-evans/from-left-to-right/
1020,Everywhere at the End of Time: Stage 1,https://rateyourmusic.com/release/album/the-caretaker/everywhere-at-the-end-of-time-stage-1/
1021,Come Fly With Me,https://rateyourmusic.com/release/album/frank-sinatra/come-fly-with-me/
1022,King Kong: Jean-Luc Ponty Plays the Music of Frank Zappa,https://rateyourmusic.com/release/album/jean-luc-ponty/king-kong-jean-luc-ponty-plays-the-music-of-frank-zappa/
1023,Natsukashii (懐かしい),https://rateyourmusic.com/release/album/fuubutsushi/natsukashii-懐かしい/
1024,"""mu"" Second Part",https://rateyourmusic.com/release/album/don-cherry/mu-second-part/
1025,Other Planes of There,https://rateyourmusic.com/release/album/sun-ra-and-his-solar-arkestra/other-planes-of-there/
1026,Weather Report,https://rateyourmusic.com/release/album/weather-report/weather-report-12/
1027,Song X,https://rateyourmusic.com/release/album/pat-metheny-ornette-coleman/song-x/
1028,Lennie Tristano,https://rateyourmusic.com/release/album/lennie-tristano/lennie-tristano/
1029,Treasure Island,https://rateyourmusic.com/release/album/keith-jarrett/treasure-island/
1030,Something Else! The Music of Ornette Coleman,https://rateyourmusic.com/release/album/ornette-coleman/something-else-the-music-of-ornette-coleman-2/
1031,Yr,https://rateyourmusic.com/release/album/steve-tibbetts/yr/
1032,African Rhythms,https://rateyourmusic.com/release/album/oneness-of-juju/african-rhythms-2/
1033,Llyrìa,https://rateyourmusic.com/release/album/nik-bartschs-ronin/llyria/
1034,In These Times,https://rateyourmusic.com/release/album/makaya-mccraven/in-these-times/
1035,Lest We Forget What We Came Here to Do,https://rateyourmusic.com/release/album/sons-of-kemet/lest-we-forget-what-we-came-here-to-do/
1036,Fly or Die II: Bird Dogs of Paradise,https://rateyourmusic.com/release/album/jaimie-branch/fly-or-die-ii-bird-dogs-of-paradise/
1037,Silverwater,https://rateyourmusic.com/release/album/the-necks/silverwater/
1038,Grant's First Stand,https://rateyourmusic.com/release/album/grant-green/grants-first-stand/
1039,Conspiracy,https://rateyourmusic.com/release/album/jeanne-lee/conspiracy/
1040,Circuit City,https://rateyourmusic.com/release/album/moor-mother/circuit-city/
1041,Bacchanal,https://rateyourmusic.com/release/album/gabor-szabo/bacchanal/
1042,Adagio for the Blue,https://rateyourmusic.com/release/album/trigg-and-gusset/adagio-for-the-blue/
1043,Bending New Corners,https://rateyourmusic.com/release/album/erik_truffaz/bending_new_corners/
1044,Floa,https://rateyourmusic.com/release/album/mammal-hands/floa/
1045,In Search of a Better Tomorrow,https://rateyourmusic.com/release/album/eabs-meets-jaubi/in-search-of-a-better-tomorrow/
1046,Kristallnacht,https://rateyourmusic.com/release/album/john-zorn/kristallnacht/
1047,Jazz Sahara,https://rateyourmusic.com/release/album/ahmed_abdul_malik/jazz_sahara/
1048,The Giuseppi Logan Quartet,https://rateyourmusic.com/release/album/the-giuseppi-logan-quartet/the-giuseppi-logan-quartet/
1049,Feel,https://rateyourmusic.com/release/album/george-duke/feel/
1050,Friday Afternoon in the Universe,https://rateyourmusic.com/release/album/medeski-martin-and-wood/friday-afternoon-in-the-universe/
1051,Jazz Advance,https://rateyourmusic.com/release/album/cecil-taylor-quartet/jazz-advance/
1052,Harlem Bush Music: Uhuru,https://rateyourmusic.com/release/album/gary-bartz-ntu-troop/harlem-bush-music-uhuru/
1053,"The Heliocentric Worlds of Sun Ra, Volume 2",https://rateyourmusic.com/release/album/sun-ra-and-his-solar-arkestra/the-heliocentric-worlds-of-sun-ra-volume-2/
1054,Survival of the Fittest,https://rateyourmusic.com/release/album/the-headhunters/survival-of-the-fittest/
1055,Humility in the Light of Creator,https://rateyourmusic.com/release/album/maurice-mcintyre/humility-in-the-light-of-creator/
1056,Passion Grace & Fire,https://rateyourmusic.com/release/album/john-mclaughlin-al-di-meola-paco-de-lucia/passion-grace-and-fire/
1057,Terje Rypdal / Miroslav Vitous / Jack DeJohnette,https://rateyourmusic.com/release/album/terje-rypdal-miroslav-vitous-jack-dejohnette/terje-rypdal-miroslav-vitous-jack-dejohnette/
1058,Swirling,https://rateyourmusic.com/release/album/sun-ra-arkestra/swirling/
1059,Shadow Theater,https://rateyourmusic.com/release/album/tigran-hamasyan/shadow-theater/
1060,Malik,https://rateyourmusic.com/release/album/the-lafayette-afro-rock-band/malik/
1061,Cross Point,https://rateyourmusic.com/release/album/casiopea/cross-point/
1062,Enter,https://rateyourmusic.com/release/album/fire-orchestra/enter/
1063,Mingus Plays Piano: Spontaneous Compositions and Improvisations,https://rateyourmusic.com/release/album/charles-mingus/mingus-plays-piano-spontaneous-compositions-and-improvisations/
1064,Skies of America,https://rateyourmusic.com/release/album/ornette-coleman/skies-of-america/
1065,Facing You,https://rateyourmusic.com/release/album/keith-jarrett/facing-you/
1066,Seven Steps to Heaven,https://rateyourmusic.com/release/album/miles-davis/seven-steps-to-heaven/
1067,King Tears Bat Trip,https://rateyourmusic.com/release/album/king-tears-bat-trip/king-tears-bat-trip/
1068,The Tony Bennett / Bill Evans Album,https://rateyourmusic.com/release/album/tony-bennett-bill-evans/the-tony-bennett-bill-evans-album/
1069,Conte de l'incroyable amour,https://rateyourmusic.com/release/album/anouar-brahem/conte-de-lincroyable-amour/
1070,Shekina,https://rateyourmusic.com/release/album/zao/shekina/
1071,A Monastic Trio,https://rateyourmusic.com/release/album/alice-coltrane/a-monastic-trio/
1072,Hip Harp,https://rateyourmusic.com/release/album/dorothy-ashby-with-frank-wess/hip-harp/
1073,Cloud About Mercury,https://rateyourmusic.com/release/album/david-torn/cloud-about-mercury/
1074,Venusian Summer,https://rateyourmusic.com/release/album/lenny-white/venusian-summer/
1075,Fate in a Pleasant Mood,https://rateyourmusic.com/release/album/sun-ra-and-his-myth-science-arkestra/fate-in-a-pleasant-mood/
1076,X-Dreams,https://rateyourmusic.com/release/album/annette-peacock/x-dreams/
1077,Min Bul,https://rateyourmusic.com/release/album/min-bul/min-bul/
1078,Rhythm of Life,https://rateyourmusic.com/release/album/james-mason/rhythm-of-life/
1079,Super-Sonic Jazz,https://rateyourmusic.com/release/album/sun-ra-and-his-arkestra/super-sonic-jazz/
1080,Spirits,https://rateyourmusic.com/release/album/albert-ayler/spirits/
1081,Blue Light 'Til Dawn,https://rateyourmusic.com/release/album/cassandra-wilson/blue-light-til-dawn/
1082,Anita Sings the Most,https://rateyourmusic.com/release/album/anita-oday/anita-sings-the-most-1/
1083,New Moon Daughter,https://rateyourmusic.com/release/album/cassandra-wilson/new-moon-daughter/
1084,IV,https://rateyourmusic.com/release/album/badbadnotgood/iv/
1085,Heaven and Earth,https://rateyourmusic.com/release/album/kamasi-washington/heaven-and-earth/
1086,Come Dance With Me!,https://rateyourmusic.com/release/album/frank-sinatra/come-dance-with-me/
1087,We Are Sent Here by History,https://rateyourmusic.com/release/album/shabaka-and-the-ancestors/we-are-sent-here-by-history/
1088,Secret Story,https://rateyourmusic.com/release/album/pat-metheny/secret-story/
1089,Inception,https://rateyourmusic.com/release/album/mccoy-tyner-trio/inception/
1090,Perennial Favorites,https://rateyourmusic.com/release/album/squirrel-nut-zippers/perennial-favorites/
1091,Krupa and Rich,https://rateyourmusic.com/release/album/gene-krupa-and-buddy-rich/krupa-and-rich/
1092,Osibisa,https://rateyourmusic.com/release/album/osibisa/osibisa/
1093,Fontessa,https://rateyourmusic.com/release/album/the-modern-jazz-quartet/fontessa/
1094,The Gift,https://rateyourmusic.com/release/album/john-zorn/the-gift/
1095,Et Cetera,https://rateyourmusic.com/release/album/et-cetera/et-cetera/
1096,Esperanza,https://rateyourmusic.com/release/album/esperanza-spalding/esperanza/
1097,Ornette on Tenor,https://rateyourmusic.com/release/album/ornette-coleman/ornette-on-tenor-1/
1098,Super Nova,https://rateyourmusic.com/release/album/wayne-shorter/super-nova/
1099,Mingus Moves,https://rateyourmusic.com/release/album/charles-mingus/mingus-moves/
1100,Le Cri du Caire,https://rateyourmusic.com/release/album/le-cri-du-caire/le-cri-du-caire/
1101,O que meus calos dizem sobre mim,https://rateyourmusic.com/release/album/alaide-costa/o-que-meus-calos-dizem-sobre-mim/
1102,Journey to Love,https://rateyourmusic.com/release/album/stanley-clarke/journey-to-love-2/
1103,Uninvisible,https://rateyourmusic.com/release/album/medeski-martin-and-wood/uninvisible/
1104,Newport Rebels,https://rateyourmusic.com/release/album/charles-mingus-max-roach-eric-dolphy-roy-eldridge-jo-jones/newport-rebels/
1105,Echoes,https://rateyourmusic.com/release/album/fire-orchestra/echoes/
1106,"""The Night of the Purple Moon""",https://rateyourmusic.com/release/album/sun-ra-and-his-intergalactic-infinity-arkestra/the-night-of-the-purple-moon/
1107,Secrets,https://rateyourmusic.com/release/album/allan-holdsworth/secrets/
1108,Odyssey,https://rateyourmusic.com/release/album/james-blood-ulmer/odyssey/
1109,Moondog,https://rateyourmusic.com/release/album/moondog/moondog/
1110,Breezin',https://rateyourmusic.com/release/album/george-benson/breezin/
1111,Borboletta,https://rateyourmusic.com/release/album/santana/borboletta/
1112,Welcome,https://rateyourmusic.com/release/album/santana/welcome/
1113,City of Glass,https://rateyourmusic.com/release/album/stan-kenton/city-of-glass/
1114,Soultrane,https://rateyourmusic.com/release/album/john-coltrane/soultrane/
1115,Gazeuse!,https://rateyourmusic.com/release/album/gong/gazeuse/
1116,Soul Makossa,https://rateyourmusic.com/release/album/lafayette-afro-rock-band/soul-makossa/
1117,Disappeared,https://rateyourmusic.com/release/album/spring-heel-jack/disappeared/
1118,Shaman!,https://rateyourmusic.com/release/album/idris-ackamoor-☥-the-pyramids/shaman/
1119,Word of Mouth,https://rateyourmusic.com/release/album/jaco-pastorius/word-of-mouth/
1120,The Unique,https://rateyourmusic.com/release/album/thelonious-monk/the-unique/
1121,Here Be Dragons,https://rateyourmusic.com/release/album/the-kilimanjaro-darkjazz-ensemble/here-be-dragons/
1122,Coin Coin Chapter Two: Mississippi Moonchile,https://rateyourmusic.com/release/album/matana-roberts/coin-coin-chapter-two-mississippi-moonchile/
1123,The Apocalypse Inside of an Orange,https://rateyourmusic.com/release/album/omar-rodriguez-lopez-quintet/the-apocalypse-inside-of-an-orange/
1124,"Good Dog, Happy Man",https://rateyourmusic.com/release/album/bill-frisell/good-dog-happy-man/
1125,Guts of a Virgin,https://rateyourmusic.com/release/album/painkiller/guts-of-a-virgin/
1126,Bom mesmo é estar debaixo d'água,https://rateyourmusic.com/release/album/luedji-luna/bom-mesmo-e-estar-debaixo-dagua/
1127,Pre-Bird,https://rateyourmusic.com/release/album/charlie-mingus/pre-bird/
1128,We Travel the Spaceways,https://rateyourmusic.com/release/album/sun-ra-and-his-myth-science-arkestra/we-travel-the-spaceways/
1129,The Art of the Improvisers,https://rateyourmusic.com/release/album/ornette-coleman/the-art-of-the-improvisers/
1130,Z=7L,https://rateyourmusic.com/release/album/zao/z_7l/
1131,Eternity,https://rateyourmusic.com/release/album/alice-coltrane/eternity/
1132,In the Mouth - A Hand,https://rateyourmusic.com/release/album/fire-with-oren-ambarchi/in-the-mouth-a-hand/
1133,Vol. 2,https://rateyourmusic.com/release/album/cortex/vol-2/
1134,Stepping Into Tomorrow,https://rateyourmusic.com/release/album/donald-byrd/stepping-into-tomorrow/
1135,Tales of Captain Black,https://rateyourmusic.com/release/album/james-blood/tales-of-captain-black/
1136,Air Lore,https://rateyourmusic.com/release/album/air_f1/air_lore/
1137,Cosmic Music,https://rateyourmusic.com/release/album/john-coltrane-alice-coltrane/cosmic-music/
1138,Amaryllis,https://rateyourmusic.com/release/album/mary-halvorson/amaryllis/
1139,Black Codes (From the Underground),https://rateyourmusic.com/release/album/wynton-marsalis/black-codes-from-the-underground/
1140,No Problem,https://rateyourmusic.com/release/album/chet-baker-quartet/no-problem/
1141,Hello Kittie's Spank,https://rateyourmusic.com/release/album/leftyfish/hello-kitties-spank/
1142,Modern Pentathlon,https://rateyourmusic.com/release/album/laboratorium/modern-pentathlon/
1143,Three,https://rateyourmusic.com/release/album/the-necks/three/
1144,Far From Over,https://rateyourmusic.com/release/album/vijay-iyer-sextet/far-from-over/
1145,MITH,https://rateyourmusic.com/release/album/lonnie-holley/mith/
1146,New York N.Y.,https://rateyourmusic.com/release/album/george-russell-and-his-orchestra/new-york-n_y/
1147,Back at the Chicken Shack,https://rateyourmusic.com/release/album/the-incredible-jimmy-smith/back-at-the-chicken-shack/
1148,Burn,https://rateyourmusic.com/release/album/sons-of-kemet/burn/
1149,80 / 81,https://rateyourmusic.com/release/album/pat-metheny/80-81/
1150,Psicomagia,https://rateyourmusic.com/release/album/psicomagia/psicomagia/
1151,Hyper-Dimensional Expansion Beam,https://rateyourmusic.com/release/album/the-comet-is-coming/hyper-dimensional-expansion-beam/
1152,London Brew,https://rateyourmusic.com/release/album/london-brew/london-brew/
1153,Home Is Where the Music Is,https://rateyourmusic.com/release/album/hugh-masekela/home-is-where-the-music-is/
1154,Source,https://rateyourmusic.com/release/album/nubya-garcia/source/
1155,The Call Within,https://rateyourmusic.com/release/album/tigran-hamasyan/the-call-within/
1156,Pyramid,https://rateyourmusic.com/release/album/the-modern-jazz-quartet/pyramid/
1157,Thimar,https://rateyourmusic.com/release/album/anouar-brahem-john-surman-dave-holland/thimar/
1158,Both Sides Now,https://rateyourmusic.com/release/album/joni-mitchell/both-sides-now/
1159,Happenings,https://rateyourmusic.com/release/album/bobby-hutcherson/happenings/
1160,The Imagined Savior Is Far Easier to Paint,https://rateyourmusic.com/release/album/ambrose-akinmusire/the-imagined-savior-is-far-easier-to-paint/
1161,Awase,https://rateyourmusic.com/release/album/nik-bartschs-ronin/awase/
1162,Mystical Adventures,https://rateyourmusic.com/release/album/jean-luc-ponty/mystical-adventures/
1163,Tourist in Paradise,https://rateyourmusic.com/release/album/the-rippingtons/tourist-in-paradise/
1164,New Chautauqua,https://rateyourmusic.com/release/album/pat-metheny/new-chautauqua/
1165,Dimensional Stardust,https://rateyourmusic.com/release/album/rob-mazurek-exploding-star-orchestra/dimensional-stardust/
1166,Ella Sings Gershwin,https://rateyourmusic.com/release/album/ella-fitzgerald/ella-sings-gershwin-1/
1167,Dança das cabeças,https://rateyourmusic.com/release/album/egberto-gismonti/danca-das-cabecas/
1168,Open the Gates,https://rateyourmusic.com/release/album/irreversible-entanglements/open-the-gates/
1169,A Fireside Chat With Lucifer,https://rateyourmusic.com/release/album/sun-ra/a-fireside-chat-with-lucifer/
1170,Into Somethin',https://rateyourmusic.com/release/album/larry-young/into-somethin-4/
1171,Sélébéyone,https://rateyourmusic.com/release/album/steve-lehman-selebeyone/selebeyone/
1172,Another Mind,https://rateyourmusic.com/release/album/hiromi/another-mind/
1173,Unsubscribe,https://rateyourmusic.com/release/album/niechec/unsubscribe/
1174,Last Night the Moon Came Dropping Its Clothes in the Street,https://rateyourmusic.com/release/album/jon-hassell/last-night-the-moon-came-dropping-its-clothes-in-the-street/
1175,Monument,https://rateyourmusic.com/release/album/portico-quartet/monument/
1176,1+3+1,https://rateyourmusic.com/release/album/triosk-meets-jan-jelinek/1_3_1/
1177,Crystal Silence,https://rateyourmusic.com/release/album/gary-burton-chick-corea/crystal-silence/
1178,Wizard of the Vibes,https://rateyourmusic.com/release/album/milt-jackson/wizard-of-the-vibes/
1179,Music of Another Present Era,https://rateyourmusic.com/release/album/oregon/music-of-another-present-era/
1180,Weather,https://rateyourmusic.com/release/album/neuma/weather/
1181,Journey to the One,https://rateyourmusic.com/release/album/pharoah-sanders/journey-to-the-one/
1182,Artlessly Falling,https://rateyourmusic.com/release/album/mary-halvorsons-code-girl/artlessly-falling/
1183,Tonight at Noon,https://rateyourmusic.com/release/album/charlie-mingus/tonight-at-noon/
